KO;catA_KO;catA_name;catB_KO;catB_name;catC_KO;catC_name;catD_KO;catD_name;catD_shortname;catD_EC
K00090;09100;Metabolism;09101;Carbohydrate metabolism;00030;Pentose phosphate pathway;K00090;glyoxylate/hydroxypyruvate/2-ketogluconate reductase;ghrB;EC:1.1.1.79 1.1.1.81 1.1.1.215
K00090;09100;Metabolism;09101;Carbohydrate metabolism;00620;Pyruvate metabolism;K00090;glyoxylate/hydroxypyruvate/2-ketogluconate reductase;ghrB;EC:1.1.1.79 1.1.1.81 1.1.1.215
K00090;09100;Metabolism;09101;Carbohydrate metabolism;00630;Glyoxylate and dicarboxylate metabolism;K00090;glyoxylate/hydroxypyruvate/2-ketogluconate reductase;ghrB;EC:1.1.1.79 1.1.1.81 1.1.1.215
K00090;09100;Metabolism;09105;Amino acid metabolism;00260;Glycine, serine and threonine metabolism;K00090;glyoxylate/hydroxypyruvate/2-ketogluconate reductase;ghrB;EC:1.1.1.79 1.1.1.81 1.1.1.215
K00091;09190;Not Included in Pathway or Brite;09191;Unclassified: metabolism;99980;Enzymes with EC numbers;K00091;dihydroflavonol-4-reductase;E1.1.1.219;EC:1.1.1.219
K00096;09100;Metabolism;09103;Lipid metabolism;00564;Glycerophospholipid metabolism;K00096;glycerol-1-phosphate dehydrogenase;araM, egsA;NAD(P)+] [EC:1.1.1.261
K00097;09100;Metabolism;09108;Metabolism of cofactors and vitamins;00750;Vitamin B6 metabolism;K00097;4-hydroxythreonine-4-phosphate dehydrogenase;pdxA;EC:1.1.1.262
K00098;09190;Not Included in Pathway or Brite;09191;Unclassified: metabolism;99980;Enzymes with EC numbers;K00098;L-idonate 5-dehydrogenase;idnD;EC:1.1.1.264
K00099;09100;Metabolism;09109;Metabolism of terpenoids and polyketides;00900;Terpenoid backbone biosynthesis;K00099;1-deoxy-D-xylulose-5-phosphate reductoisomerase;dxr;EC:1.1.1.267
K00100;09100;Metabolism;09101;Carbohydrate metabolism;00650;Butanoate metabolism;K00100;butanol dehydrogenase;bdhAB;EC:1.1.1.-
K00101;09100;Metabolism;09101;Carbohydrate metabolism;00620;Pyruvate metabolism;K00101;L-lactate dehydrogenase (cytochrome);lldD;EC:1.1.2.3
K00102;09100;Metabolism;09101;Carbohydrate metabolism;00620;Pyruvate metabolism;K00102;D-lactate dehydrogenase (cytochrome);LDHD, dld;EC:1.1.2.4
K00103;09100;Metabolism;09101;Carbohydrate metabolism;00053;Ascorbate and aldarate metabolism;K00103;L-gulonolactone oxidase;GULO;EC:1.1.3.8
K00104;09100;Metabolism;09101;Carbohydrate metabolism;00630;Glyoxylate and dicarboxylate metabolism;K00104;glycolate oxidase;glcD;EC:1.1.3.15
K00105;09100;Metabolism;09103;Lipid metabolism;00564;Glycerophospholipid metabolism;K00105;alpha-glycerophosphate oxidase;E1.1.3.21;EC:1.1.3.21
K00106;09100;Metabolism;09104;Nucleotide metabolism;00230;Purine metabolism;K00106;xanthine dehydrogenase/oxidase;XDH;EC:1.17.1.4 1.17.3.2
K00106;09100;Metabolism;09110;Biosynthesis of other secondary metabolites;00232;Caffeine metabolism;K00106;xanthine dehydrogenase/oxidase;XDH;EC:1.17.1.4 1.17.3.2
K00106;09100;Metabolism;09111;Xenobiotics biodegradation and metabolism;00983;Drug metabolism - other enzymes;K00106;xanthine dehydrogenase/oxidase;XDH;EC:1.17.1.4 1.17.3.2
K00106;09140;Cellular Processes;09141;Transport and catabolism;04146;Peroxisome;K00106;xanthine dehydrogenase/oxidase;XDH;EC:1.17.1.4 1.17.3.2
K00106;09180;Brite Hierarchies;09183;Protein families: signaling and cellular processes;04147;Exosome;K00106;xanthine dehydrogenase/oxidase;XDH;EC:1.17.1.4 1.17.3.2
K00107;09100;Metabolism;09101;Carbohydrate metabolism;00053;Ascorbate and aldarate metabolism;K00107;D-arabinono-1,4-lactone oxidase;ALO;EC:1.1.3.37
K00108;09100;Metabolism;09105;Amino acid metabolism;00260;Glycine, serine and threonine metabolism;K00108;choline dehydrogenase;betA, CHDH;EC:1.1.99.1
K00109;09100;Metabolism;09101;Carbohydrate metabolism;00650;Butanoate metabolism;K00109;2-hydroxyglutarate dehydrogenase;L2HGDH;EC:1.1.99.2
K00111;09100;Metabolism;09103;Lipid metabolism;00564;Glycerophospholipid metabolism;K00111;glycerol-3-phosphate dehydrogenase;glpA, glpD;EC:1.1.5.3
K00112;09100;Metabolism;09103;Lipid metabolism;00564;Glycerophospholipid metabolism;K00112;glycerol-3-phosphate dehydrogenase subunit B;glpB;EC:1.1.5.3
K00113;09100;Metabolism;09103;Lipid metabolism;00564;Glycerophospholipid metabolism;K00113;glycerol-3-phosphate dehydrogenase subunit C;glpC;
K00114;09100;Metabolism;09101;Carbohydrate metabolism;00010;Glycolysis / Gluconeogenesis;K00114;alcohol dehydrogenase (cytochrome c);exaA;EC:1.1.2.8
K00114;09100;Metabolism;09101;Carbohydrate metabolism;00620;Pyruvate metabolism;K00114;alcohol dehydrogenase (cytochrome c);exaA;EC:1.1.2.8
K00114;09100;Metabolism;09111;Xenobiotics biodegradation and metabolism;00625;Chloroalkane and chloroalkene degradation;K00114;alcohol dehydrogenase (cytochrome c);exaA;EC:1.1.2.8
K00115;09100;Metabolism;09101;Carbohydrate metabolism;00030;Pentose phosphate pathway;K00115;glucose 1-dehydrogenase (FAD, quinone);GLD;EC:1.1.5.9
K00116;09100;Metabolism;09101;Carbohydrate metabolism;00020;Citrate cycle (TCA cycle);K00116;malate dehydrogenase (quinone);mqo;EC:1.1.5.4
K00116;09100;Metabolism;09101;Carbohydrate metabolism;00620;Pyruvate metabolism;K00116;malate dehydrogenase (quinone);mqo;EC:1.1.5.4
K00117;09100;Metabolism;09101;Carbohydrate metabolism;00030;Pentose phosphate pathway;K00117;quinoprotein glucose dehydrogenase;gcd;EC:1.1.5.2
K00118;09190;Not Included in Pathway or Brite;09191;Unclassified: metabolism;99980;Enzymes with EC numbers;K00118;glucose-fructose oxidoreductase;gfo;EC:1.1.99.28
K00121;09100;Metabolism;09101;Carbohydrate metabolism;00010;Glycolysis / Gluconeogenesis;K00121;S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase;frmA, ADH5, adhC;EC:1.1.1.284 1.1.1.1
K00121;09100;Metabolism;09101;Carbohydrate metabolism;00620;Pyruvate metabolism;K00121;S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase;frmA, ADH5, adhC;EC:1.1.1.284 1.1.1.1
K00121;09100;Metabolism;09102;Energy metabolism;00680;Methane metabolism;K00121;S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase;frmA, ADH5, adhC;EC:1.1.1.284 1.1.1.1
K00121;09100;Metabolism;09103;Lipid metabolism;00071;Fatty acid degradation;K00121;S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase;frmA, ADH5, adhC;EC:1.1.1.284 1.1.1.1
K00121;09100;Metabolism;09105;Amino acid metabolism;00350;Tyrosine metabolism;K00121;S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase;frmA, ADH5, adhC;EC:1.1.1.284 1.1.1.1
K00121;09100;Metabolism;09108;Metabolism of cofactors and vitamins;00830;Retinol metabolism;K00121;S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase;frmA, ADH5, adhC;EC:1.1.1.284 1.1.1.1
K00121;09100;Metabolism;09111;Xenobiotics biodegradation and metabolism;00625;Chloroalkane and chloroalkene degradation;K00121;S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase;frmA, ADH5, adhC;EC:1.1.1.284 1.1.1.1
K00121;09100;Metabolism;09111;Xenobiotics biodegradation and metabolism;00626;Naphthalene degradation;K00121;S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase;frmA, ADH5, adhC;EC:1.1.1.284 1.1.1.1
K00121;09100;Metabolism;09111;Xenobiotics biodegradation and metabolism;00980;Metabolism of xenobiotics by cytochrome P450;K00121;S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase;frmA, ADH5, adhC;EC:1.1.1.284 1.1.1.1
K00121;09100;Metabolism;09111;Xenobiotics biodegradation and metabolism;00982;Drug metabolism - cytochrome P450;K00121;S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase;frmA, ADH5, adhC;EC:1.1.1.284 1.1.1.1
K00122;09100;Metabolism;09101;Carbohydrate metabolism;00630;Glyoxylate and dicarboxylate metabolism;K00122;formate dehydrogenase;FDH;EC:1.17.1.9
K00122;09100;Metabolism;09102;Energy metabolism;00680;Methane metabolism;K00122;formate dehydrogenase;FDH;EC:1.17.1.9
K00123;09100;Metabolism;09101;Carbohydrate metabolism;00630;Glyoxylate and dicarboxylate metabolism;K00123;formate dehydrogenase major subunit;fdoG, fdhF, fdwA;EC:1.17.1.9
K00123;09100;Metabolism;09102;Energy metabolism;00680;Methane metabolism;K00123;formate dehydrogenase major subunit;fdoG, fdhF, fdwA;EC:1.17.1.9
K00124;09100;Metabolism;09101;Carbohydrate metabolism;00630;Glyoxylate and dicarboxylate metabolism;K00124;formate dehydrogenase iron-sulfur subunit;fdoH, fdsB;
K00124;09100;Metabolism;09102;Energy metabolism;00680;Methane metabolism;K00124;formate dehydrogenase iron-sulfur subunit;fdoH, fdsB;
K00125;09100;Metabolism;09102;Energy metabolism;00680;Methane metabolism;K00125;formate dehydrogenase (coenzyme F420) beta subunit;fdhB;EC:1.17.98.3 1.8.98.6
K00126;09100;Metabolism;09101;Carbohydrate metabolism;00630;Glyoxylate and dicarboxylate metabolism;K00126;formate dehydrogenase subunit delta;fdsD;EC:1.17.1.9
K00126;09100;Metabolism;09102;Energy metabolism;00680;Methane metabolism;K00126;formate dehydrogenase subunit delta;fdsD;EC:1.17.1.9
K00127;09100;Metabolism;09101;Carbohydrate metabolism;00630;Glyoxylate and dicarboxylate metabolism;K00127;formate dehydrogenase subunit gamma;fdoI, fdsG;
K00127;09100;Metabolism;09102;Energy metabolism;00680;Methane metabolism;K00127;formate dehydrogenase subunit gamma;fdoI, fdsG;
K00128;09100;Metabolism;09101;Carbohydrate metabolism;00010;Glycolysis / Gluconeogenesis;K00128;aldehyde dehydrogenase (NAD+);ALDH;EC:1.2.1.3
K00128;09100;Metabolism;09101;Carbohydrate metabolism;00053;Ascorbate and aldarate metabolism;K00128;aldehyde dehydrogenase (NAD+);ALDH;EC:1.2.1.3
K00128;09100;Metabolism;09101;Carbohydrate metabolism;00620;Pyruvate metabolism;K00128;aldehyde dehydrogenase (NAD+);ALDH;EC:1.2.1.3
K00128;09100;Metabolism;09103;Lipid metabolism;00071;Fatty acid degradation;K00128;aldehyde dehydrogenase (NAD+);ALDH;EC:1.2.1.3
K00128;09100;Metabolism;09103;Lipid metabolism;00561;Glycerolipid metabolism;K00128;aldehyde dehydrogenase (NAD+);ALDH;EC:1.2.1.3
K00128;09100;Metabolism;09105;Amino acid metabolism;00280;Valine, leucine and isoleucine degradation;K00128;aldehyde dehydrogenase (NAD+);ALDH;EC:1.2.1.3
K00128;09100;Metabolism;09105;Amino acid metabolism;00310;Lysine degradation;K00128;aldehyde dehydrogenase (NAD+);ALDH;EC:1.2.1.3
K00128;09100;Metabolism;09105;Amino acid metabolism;00330;Arginine and proline metabolism;K00128;aldehyde dehydrogenase (NAD+);ALDH;EC:1.2.1.3
K00128;09100;Metabolism;09105;Amino acid metabolism;00340;Histidine metabolism;K00128;aldehyde dehydrogenase (NAD+);ALDH;EC:1.2.1.3
K00128;09100;Metabolism;09105;Amino acid metabolism;00380;Tryptophan metabolism;K00128;aldehyde dehydrogenase (NAD+);ALDH;EC:1.2.1.3
K00128;09100;Metabolism;09106;Metabolism of other amino acids;00410;beta-Alanine metabolism;K00128;aldehyde dehydrogenase (NAD+);ALDH;EC:1.2.1.3
K00128;09100;Metabolism;09108;Metabolism of cofactors and vitamins;00770;Pantothenate and CoA biosynthesis;K00128;aldehyde dehydrogenase (NAD+);ALDH;EC:1.2.1.3
K00128;09100;Metabolism;09109;Metabolism of terpenoids and polyketides;00981;Insect hormone biosynthesis;K00128;aldehyde dehydrogenase (NAD+);ALDH;EC:1.2.1.3
K00128;09100;Metabolism;09109;Metabolism of terpenoids and polyketides;00903;Limonene and pinene degradation;K00128;aldehyde dehydrogenase (NAD+);ALDH;EC:1.2.1.3
K00128;09100;Metabolism;09111;Xenobiotics biodegradation and metabolism;00625;Chloroalkane and chloroalkene degradation;K00128;aldehyde dehydrogenase (NAD+);ALDH;EC:1.2.1.3
K00129;09100;Metabolism;09101;Carbohydrate metabolism;00010;Glycolysis / Gluconeogenesis;K00129;aldehyde dehydrogenase (NAD(P)+);ALDH3;EC:1.2.1.5
K00129;09100;Metabolism;09105;Amino acid metabolism;00340;Histidine metabolism;K00129;aldehyde dehydrogenase (NAD(P)+);ALDH3;EC:1.2.1.5
K00129;09100;Metabolism;09105;Amino acid metabolism;00350;Tyrosine metabolism;K00129;aldehyde dehydrogenase (NAD(P)+);ALDH3;EC:1.2.1.5
K00129;09100;Metabolism;09105;Amino acid metabolism;00360;Phenylalanine metabolism;K00129;aldehyde dehydrogenase (NAD(P)+);ALDH3;EC:1.2.1.5
K00129;09100;Metabolism;09106;Metabolism of other amino acids;00410;beta-Alanine metabolism;K00129;aldehyde dehydrogenase (NAD(P)+);ALDH3;EC:1.2.1.5
K00129;09100;Metabolism;09111;Xenobiotics biodegradation and metabolism;00980;Metabolism of xenobiotics by cytochrome P450;K00129;aldehyde dehydrogenase (NAD(P)+);ALDH3;EC:1.2.1.5
K00129;09100;Metabolism;09111;Xenobiotics biodegradation and metabolism;00982;Drug metabolism - cytochrome P450;K00129;aldehyde dehydrogenase (NAD(P)+);ALDH3;EC:1.2.1.5
K00130;09100;Metabolism;09105;Amino acid metabolism;00260;Glycine, serine and threonine metabolism;K00130;betaine-aldehyde dehydrogenase;betB, gbsA;EC:1.2.1.8
K00131;09100;Metabolism;09101;Carbohydrate metabolism;00010;Glycolysis / Gluconeogenesis;K00131;glyceraldehyde-3-phosphate dehydrogenase (NADP+);gapN;EC:1.2.1.9
K00131;09100;Metabolism;09101;Carbohydrate metabolism;00030;Pentose phosphate pathway;K00131;glyceraldehyde-3-phosphate dehydrogenase (NADP+);gapN;EC:1.2.1.9
K00132;09100;Metabolism;09101;Carbohydrate metabolism;00620;Pyruvate metabolism;K00132;acetaldehyde dehydrogenase (acetylating);E1.2.1.10;EC:1.2.1.10
K00132;09100;Metabolism;09101;Carbohydrate metabolism;00650;Butanoate metabolism;K00132;acetaldehyde dehydrogenase (acetylating);E1.2.1.10;EC:1.2.1.10
K00133;09100;Metabolism;09105;Amino acid metabolism;00260;Glycine, serine and threonine metabolism;K00133;aspartate-semialdehyde dehydrogenase;asd;EC:1.2.1.11
K00133;09100;Metabolism;09105;Amino acid metabolism;00270;Cysteine and methionine metabolism;K00133;aspartate-semialdehyde dehydrogenase;asd;EC:1.2.1.11
K00133;09100;Metabolism;09105;Amino acid metabolism;00300;Lysine biosynthesis;K00133;aspartate-semialdehyde dehydrogenase;asd;EC:1.2.1.11
K00133;09100;Metabolism;09110;Biosynthesis of other secondary metabolites;00261;Monobactam biosynthesis;K00133;aspartate-semialdehyde dehydrogenase;asd;EC:1.2.1.11
K00134;09100;Metabolism;09101;Carbohydrate metabolism;00010;Glycolysis / Gluconeogenesis;K00134;glyceraldehyde 3-phosphate dehydrogenase (phosphorylating);GAPDH, gapA;EC:1.2.1.12
K00134;09100;Metabolism;09102;Energy metabolism;00710;Carbon fixation in photosynthetic organisms;K00134;glyceraldehyde 3-phosphate dehydrogenase (phosphorylating);GAPDH, gapA;EC:1.2.1.12
K00134;09130;Environmental Information Processing;09132;Signal transduction;04066;HIF-1 signaling pathway;K00134;glyceraldehyde 3-phosphate dehydrogenase (phosphorylating);GAPDH, gapA;EC:1.2.1.12
K00134;09180;Brite Hierarchies;09182;Protein families: genetic information processing;04131;Membrane trafficking;K00134;glyceraldehyde 3-phosphate dehydrogenase (phosphorylating);GAPDH, gapA;EC:1.2.1.12
K00134;09180;Brite Hierarchies;09183;Protein families: signaling and cellular processes;04147;Exosome;K00134;glyceraldehyde 3-phosphate dehydrogenase (phosphorylating);GAPDH, gapA;EC:1.2.1.12
K00135;09100;Metabolism;09101;Carbohydrate metabolism;00650;Butanoate metabolism;K00135;succinate-semialdehyde dehydrogenase / glutarate-semialdehyde dehydrogenase;gabD;EC:1.2.1.16 1.2.1.79 1.2.1.20
K00135;09100;Metabolism;09105;Amino acid metabolism;00250;Alanine, aspartate and glutamate metabolism;K00135;succinate-semialdehyde dehydrogenase / glutarate-semialdehyde dehydrogenase;gabD;EC:1.2.1.16 1.2.1.79 1.2.1.20
K00135;09100;Metabolism;09105;Amino acid metabolism;00310;Lysine degradation;K00135;succinate-semialdehyde dehydrogenase / glutarate-semialdehyde dehydrogenase;gabD;EC:1.2.1.16 1.2.1.79 1.2.1.20
K00135;09100;Metabolism;09105;Amino acid metabolism;00350;Tyrosine metabolism;K00135;succinate-semialdehyde dehydrogenase / glutarate-semialdehyde dehydrogenase;gabD;EC:1.2.1.16 1.2.1.79 1.2.1.20
K00135;09100;Metabolism;09108;Metabolism of cofactors and vitamins;00760;Nicotinate and nicotinamide metabolism;K00135;succinate-semialdehyde dehydrogenase / glutarate-semialdehyde dehydrogenase;gabD;EC:1.2.1.16 1.2.1.79 1.2.1.20
K00137;09100;Metabolism;09105;Amino acid metabolism;00310;Lysine degradation;K00137;aminobutyraldehyde dehydrogenase;prr;EC:1.2.1.19
K00137;09100;Metabolism;09105;Amino acid metabolism;00330;Arginine and proline metabolism;K00137;aminobutyraldehyde dehydrogenase;prr;EC:1.2.1.19
K00137;09100;Metabolism;09106;Metabolism of other amino acids;00410;beta-Alanine metabolism;K00137;aminobutyraldehyde dehydrogenase;prr;EC:1.2.1.19
K00138;09100;Metabolism;09101;Carbohydrate metabolism;00010;Glycolysis / Gluconeogenesis;K00138;aldehyde dehydrogenase;aldB;EC:1.2.1.-
K00138;09100;Metabolism;09101;Carbohydrate metabolism;00620;Pyruvate metabolism;K00138;aldehyde dehydrogenase;aldB;EC:1.2.1.-
K00140;09100;Metabolism;09101;Carbohydrate metabolism;00640;Propanoate metabolism;K00140;malonate-semialdehyde dehydrogenase (acetylating) / methylmalonate-semialdehyde dehydrogenase;mmsA, iolA, ALDH6A1;EC:1.2.1.18 1.2.1.27
K00140;09100;Metabolism;09101;Carbohydrate metabolism;00562;Inositol phosphate metabolism;K00140;malonate-semialdehyde dehydrogenase (acetylating) / methylmalonate-semialdehyde dehydrogenase;mmsA, iolA, ALDH6A1;EC:1.2.1.18 1.2.1.27
K00140;09100;Metabolism;09105;Amino acid metabolism;00280;Valine, leucine and isoleucine degradation;K00140;malonate-semialdehyde dehydrogenase (acetylating) / methylmalonate-semialdehyde dehydrogenase;mmsA, iolA, ALDH6A1;EC:1.2.1.18 1.2.1.27
K00140;09100;Metabolism;09106;Metabolism of other amino acids;00410;beta-Alanine metabolism;K00140;malonate-semialdehyde dehydrogenase (acetylating) / methylmalonate-semialdehyde dehydrogenase;mmsA, iolA, ALDH6A1;EC:1.2.1.18 1.2.1.27
K00141;09100;Metabolism;09111;Xenobiotics biodegradation and metabolism;00627;Aminobenzoate degradation;K00141;benzaldehyde dehydrogenase (NAD);xylC;EC:1.2.1.28
K00141;09100;Metabolism;09111;Xenobiotics biodegradation and metabolism;00623;Toluene degradation;K00141;benzaldehyde dehydrogenase (NAD);xylC;EC:1.2.1.28
K00141;09100;Metabolism;09111;Xenobiotics biodegradation and metabolism;00622;Xylene degradation;K00141;benzaldehyde dehydrogenase (NAD);xylC;EC:1.2.1.28
K00145;09100;Metabolism;09105;Amino acid metabolism;00220;Arginine biosynthesis;K00145;N-acetyl-gamma-glutamyl-phosphate reductase;argC;EC:1.2.1.38
K00146;09100;Metabolism;09105;Amino acid metabolism;00350;Tyrosine metabolism;K00146;phenylacetaldehyde dehydrogenase;feaB, tynC;EC:1.2.1.39
K00146;09100;Metabolism;09105;Amino acid metabolism;00360;Phenylalanine metabolism;K00146;phenylacetaldehyde dehydrogenase;feaB, tynC;EC:1.2.1.39
K00146;09100;Metabolism;09111;Xenobiotics biodegradation and metabolism;00643;Styrene degradation;K00146;phenylacetaldehyde dehydrogenase;feaB, tynC;EC:1.2.1.39
K00147;09100;Metabolism;09105;Amino acid metabolism;00330;Arginine and proline metabolism;K00147;glutamate-5-semialdehyde dehydrogenase;proA;EC:1.2.1.41
K00147;09100;Metabolism;09110;Biosynthesis of other secondary metabolites;00332;Carbapenem biosynthesis;K00147;glutamate-5-semialdehyde dehydrogenase;proA;EC:1.2.1.41
K00148;09100;Metabolism;09102;Energy metabolism;00680;Methane metabolism;K00148;glutathione-independent formaldehyde dehydrogenase;fdhA;EC:1.2.1.46
K00148;09100;Metabolism;09111;Xenobiotics biodegradation and metabolism;00625;Chloroalkane and chloroalkene degradation;K00148;glutathione-independent formaldehyde dehydrogenase;fdhA;EC:1.2.1.46
K00150;09100;Metabolism;09101;Carbohydrate metabolism;00010;Glycolysis / Gluconeogenesis;K00150;glyceraldehyde-3-phosphate dehydrogenase (NAD(P));gap2;EC:1.2.1.59
K00150;09100;Metabolism;09102;Energy metabolism;00710;Carbon fixation in photosynthetic organisms;K00150;glyceraldehyde-3-phosphate dehydrogenase (NAD(P));gap2;EC:1.2.1.59
K00151;09100;Metabolism;09105;Amino acid metabolism;00350;Tyrosine metabolism;K00151;5-carboxymethyl-2-hydroxymuconic-semialdehyde dehydrogenase;hpaE, hpcC;EC:1.2.1.60
K00153;09190;Not Included in Pathway or Brite;09191;Unclassified: metabolism;99980;Enzymes with EC numbers;K00153;S-(hydroxymethyl)mycothiol dehydrogenase;E1.1.1.306;EC:1.1.1.306
K00154;09190;Not Included in Pathway or Brite;09191;Unclassified: metabolism;99980;Enzymes with EC numbers;K00154;coniferyl-aldehyde dehydrogenase;E1.2.1.68;EC:1.2.1.68
K00158;09100;Metabolism;09101;Carbohydrate metabolism;00620;Pyruvate metabolism;K00158;pyruvate oxidase;E1.2.3.3, poxL;EC:1.2.3.3
K00161;09100;Metabolism;09101;Carbohydrate metabolism;00010;Glycolysis / Gluconeogenesis;K00161;pyruvate dehydrogenase E1 component alpha subunit;PDHA, pdhA;EC:1.2.4.1
